detail_list,mark
"Jl.Raya Seputih Banyak, TONY CELL (samping kiri INDOMART)",__label__positive
gubeng pojok no 1 . mall grand city  lantai 2 .  Ace Hardware,__label__positive
Jl. Gajah Raya Ruko Mutiara Gama Kav. 9 Semarang(Wellcomm Gadget Accessories),__label__positive
"Jl. raya kampak-munjungan no.15 kampak, trenggalek(ABK PHONE)",__label__positive
plaza ruko kosambini 18 G kec klari(plaza ruko kosambi 18 G kalri),__label__positive
"Jl.trans Lingkar Selatan counter kesya cell Desa Buyat Tengah, Kotabunan Bolaang Mongondow Timur. Sulut",__label__positive
sidewalk mall lantai 2 'The Creator Salon',__label__positive
"jln.kangenan RT 01 RW 01  (Gg samping konter khana cell timur SD,telvon atau wa aja bila bingung)",__label__positive
"dsn. gulungan
rt. 01/ rw. 06(barat SPBU jimbe ada counter sonor cell utara jalan.
masuk ke utara rumah belakang sendiri..)",__label__positive
mall taman palem lt. LG blok. A lt. 58 toko handphone ( vivo store) (mall taman palem lt. LG blok. A lt. 58 toko handphone ( vivo store) ),__label__positive
Store Vivo SP PLAZA disamping bank mandiri(lantai dasar),__label__positive
"Bintaro Plaza, Jl Bintaro utama 3A, Pd. Karya, kec. Pd. Aren kode pos 15225 (Lantai 2 toko feliz samping mrt parfum )",__label__positive
"fX Sudirman, Jalan Jendral Sudirman, RT.1/RW.3(FX Sudirman Mall Lantai F4 no 9 (Musee Platinum Tokyo))",__label__positive
"JM Cell Jl. SM Raja (simpang prtibi) Lk.1 Pasar Gunungtua, Kec. Padang Bolak, Kab. Padang Lawas Utara, Sumatera Utara",__label__positive
"J.CO Donuts & Coffee Rita Supermall Tegal, Jalan Kolonel Sugiono, Kemandungan, Tegal City, Central Java(di jconya di mall rita Tegal)",__label__positive
Jl.KH.Mansyur No.10 Rt.01/05 Sawojajar Kec.Wanasari Kab.Brebes(stand cup phone holder),__label__positive
Jalan wijasarma(Graha Tama cell (kios paket internet)),__label__positive
jl. Tegal Rotan no.77 RT/RW 04/08 (gang madrasah masjid baiturahim (depan mall bxc) ),__label__positive
lippo plaza tenant evb(toko evb),__label__positive
"Ruko KDA blok C no 2 Belian,Batam Kota,Dpn Mustafa Plaza,Dekat UNIBA,Batam,Kepri ",__label__positive
"Ambarukmo Plaza, Counter Nespresso Lt. GF",__label__positive
Konter army cell dpn makam pahlawan,__label__positive
"toko zema cell fajar bulan, way tenong, lampung barat(konter HP zema cell)",__label__positive
jl bali cliff(konter ishi cell 2),__label__positive
"Plaza Kenari Mas, Jalan Salemba Raya Deket Pasar Paseban(Plaza kenari mas sumber berkat lantai LG blok A nomor 29)",__label__positive
FAKHRI CELL JL. PANYADAP NO. 5 RT 04 RW 05,__label__positive
MT.jaya cell depan glory fashion kampung kubangawan RT 04 ciruas serang,__label__positive
bri link aa cell kp.koje,__label__positive
"Matahari singosaren bazar plaza (dewikitty celuller)(Parkiran belakang singosaren,nanti masuk bazar cari aja dewikitty celuller depan surya cell)",__label__positive
Warung Haura Cell sebelum pom bensin Banjarsari,__label__positive
Koja trade mall(Koja trade mall lantai 1 blok R7 no 2 toko central accesories),__label__positive
"jl.cintaraja gunung putri, 
ATHOT CELL ",__label__positive
itc depok lantai 3 blok A no50 Dairi phone cell,__label__positive
" Kolong
(Kolong depan lucky foodcourt ,Konter MUSTAPA CELL samping gerbang telaga riau)",__label__positive
"Jl. MT. haryono no.61-63 lippo plaza kendari, PT. Bank Nationalnobu, Tbk",__label__positive
"CBD Ciledug Family Mall, Jalan HOS Cokroaminoto, toko sinar bintang lantai 1 tahao 2 no 70-71(didalam mall cbd lantai 1 tahap 2 blokm m no 70-71)",__label__positive
"Apartment GP Plaza, Gelora 2, RT.1/RW.1(lt.2307)",__label__positive
"Jln A.A maramis no 12 ( toko indomaret samping lippo plaza)
",__label__positive
"Dellen Phone Cell, Jalan Mayjend Suprapto, Anggut Dalam, Bengkulu City ((konter Dellen Phone Cell Prapto sebrang king bakso )
)",__label__positive
"Carrefour Buaran, Jalan Raden Inten II, RT.8/RW.14, Klender(toko hp jaya cell lt 1 no 78)",__label__positive
"toko jaya phonecell, Jalan Raya Mayor oking no 162 toko jaya phonecell sebelah mplus depan toko laksana (konter jaya phonecell sebelah toko sepeda )",__label__positive
"komet Cell 2 (jalan pasar belik,komet Cell 2.)",__label__positive
"DIKIRIM KE HARTONO MALL Jl. Ring Road Utara, Kaliwaru, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55283(LANTAI LG TENANT KOKUMI)",__label__positive
pasar mulya asri brilink weda samping vivian cell 2 ,__label__positive
jl Teuku Umar komp Pontianak mall block b no 36 b ( pt tanto ) ,__label__positive
grand city mall lantai 4 stand KULINER ANEKA RUJAK,__label__positive
PT.Angsa Daya (ikad) ruko bahan bangunan jl.mangga dua raya blok   F-2 no.3-5 (Depan halte busway ITC mangga dua ),__label__positive
"Kimukatsu Summarecon Mall Serpong, Jalan Boulevard Raya Gading Serpong, Kelapa Dua, Kelapa Dua, Tangerang(Lantai GF Sumarecon mall serpong 2)",__label__positive
Jalan Dagan . Komplek Merbau Indah Nomor 3i. Rumah Paling Ujung ( Belakang Plaza Medan Fair ),__label__positive
"Aido Mini Plaza, Jalan Pangeran Diponegoro, Pancuran Gerobak, Sibolga Kota, Sibolga(lantai 2 Department store)",__label__positive
duta mas plaza blok A no 18 taman cibodas tangerang,__label__positive
"GALAXY MALL 1, Jl. Dharmahusada, Mulyorejo, Mulyorejo, Surabaya",__label__positive
"Jl A Yani Km 2 , Duta Mall banjarmasin  Lantai 1 Blok H unit 001 toko story-i ",__label__positive
"Faiqa cell depan warung bakso lestari desa babang kec.larompong selatan kab.luwu
",__label__positive
"TOKO MUGI CELL , JL. surade tengah RT/RW 003/001 Kelurahan Surade , Kecamatan Surade kabupaten Sukabumi(JL. BANG TOYIB)",__label__positive
"konter Nusa cell sukamandang B3, pangkalan banteng, Kotawaringin barat, Kalimantan tengah.",__label__positive
"JL. YOS SUDARSO, PALL DUA(Informa Living Plaza Pall Dua Manado)",__label__positive
"Jalan Kelapa Lilin Raya, Curug Sangereng, Tangerang(ruko gadget blok A no 53(Aiciak))",__label__positive
"Jalan Cagak, Kelapa Nunggal, Kelapa Nunggal, Bogor(Toko Bella / Mr.Hp Cell /Rumah orange sebelah Toko Bella)",__label__positive
"jl Sukajadi, Mall Paris Van Java (Zenbu Resto)(Zenbu lantai RL)",__label__positive
Tk setia phone cell Jl.mauk tanjakan Rajeg (DEPANTOWER) kabupaten Tangerang ID 15540,__label__positive
simpang nato ruko yp plaza sebelah kantor pos,__label__positive
Nita Cell aeknatolu(dekat gereja katholik),__label__positive
"Jl. Raya Kletek No.88, Menyanggong(Baba Rafi Plaza)",__label__positive
Konter happy cell tambakromo depan toserba bagong,__label__positive
Mutiara Cell Plaza Jambu 2 Lt 1 No 19 ,__label__positive
Gowork Plaza Indonesia(Lt 5 Unit E021AB),__label__positive
Lorong asam toko nur cell lubuk batang baru,__label__positive
PT pegadaian persero upc ambon plaza lantai 2 amplaz,__label__positive
Konter CAH GONNE CELL DEPAN PASAR SUGIHWARAS ,__label__positive
Konter yulia cell pasar traya mulyo jadi (Yuliacell ),__label__positive
Jl bonto cinde no 4(Dichank phone),__label__positive
"BCA Pondok Indah Mall 2(BCA Pondok indah mall 2, Ground floor G31-32. Jl metro pondok indah, kota jakarta selatan, kebayoran lama, dki jakarta. 12310)",__label__positive
Ds. Tulung agung Dsn. Besari Kab.Bojonegoro Kec.Baureno RT/RW 17/04 MASSEL MOBILE,__label__positive
jalan jati baru rt 2 rw 4 sukaharja teluk jambe timur (depan k2 cell kontrakan bpk. hendrik marpaung)(kontrakan pintu no 1),__label__positive
"Andre Cell sebelum rel kereta api, sebrang bengkel Ade motor(samping toko Sudi mampir)",__label__positive
"jln MH Thamrin mall plaza Indonesia (restoran katsutoku lantai LB, depan centuri)(lantai Lb, depan centuri)",__label__positive
bursa mobil sumarecon plaza auto blok a no 7(blok a no 7 sebrang rs bethsaida),__label__positive
"Jalan metro pondok indah mall 2 (Lantai LG Toko KARI ULAM
 )",__label__positive
"DS. rogomulyo RT 02 RW 04(samping pangkas/bengkel , konter an phone)",__label__positive
"Mutiara Cell 
Grand ITC Permata Hijau(Lantai 3 Blok C2 no 2-3)",__label__positive
"Jalan Wibawa Mukti 4, no 02 RT.002/RW.017 gg h. umar(belakang mandiri cell / belakang warkop gemilang pangkalan ojek)",__label__positive
citi mall (citi mall lantai dasar blok E 9-10),__label__positive
"Galaxy Mall 3, Jl. Dr. Ir. H. Soekarno No.178, Mulyorejo, Kec. Mulyorejo, Kota SBY(Samsung Experience Store, Galaxy mall 3 lantai 3)",__label__positive
Rumah sakit daerah Raden Mattaher jambi(toko elpa cell di depan masjid),__label__positive
jalan teratai no 44 rt.6 rw.3 jatirahayu pondok melati bekasi (tanya pijat urut bude yati)(masuk ke gang rawa samping ramaplaza),__label__positive
"Plaza Kuningan kav c11-14 Jalan Haji R. Rasuna Said, RT.2/RW.5, Karet Kuningan, Setiabudi, South Jakarta City, Jakarta(plaza kuningan menara utara(lobby depan))",__label__positive
"Plaza Sangkuriang No.19-23, Jl. Sangkuriang No.19, Padasuka, Kec. Cimahi Utara, Kota Cimahi, Jawa Barat 40511(KAFE GAJAH)",__label__positive
"kpg.narogong, rt.08.rw.03, belakang toko firman cell(belakang toko firman cell belok kiri no rumah 86)",__label__positive
"Jl. Ceger raya Jurang Mangu Barat Raya, West Jurang Manggu(di toko Erafone Ruko Ceger)",__label__positive
desa Pegandon RT 001 RW 001 (toko nufa Cell ),__label__positive
Jl. Pegadaian Toko Mahkota Lestari no 3-4 Ruko Samping Mitra Plaza,__label__positive
"JL. Artha Gaming selatan No.1 (Restoran Chop Buntut Lantai 2 Mall Artha Gading Jakarta Utara
)",__label__positive
"Plaza Balikpapan, Jalan Jenderal Sudirman(BC. lantai ug (toko Minoshe) )",__label__positive
let jend suprapto itc cempaka mas(itc cempaka mas lantai 2 blok f no 437-440 toko new trend),__label__positive
"jalan nangka no 11A pagar Hitam , Cipete Utara , kebayoran baru ,(patokan Samping ITC Fatmawati)",__label__positive
tangcity mall lantai 2 depan sinema XXI toko My Na,__label__positive
"Debby Cell Tanah Garapan, Jalan Caman Raya Utara I, Jakasampurna, Bekasi Barat",__label__positive
cibinong keradenan rt01 rw03 konter dodi cell dpn smkn 1 cibinong,__label__positive
Jln.Raya Kedamean No.77 Gresik(Jln.Raya Kedamean No.77 Gresik konter hp New Cell  utara bank BRI),__label__positive
"Suzuya Mall, Jalan Teuku Umar, East Lamtemen, Banda Aceh City(gedung suzuya mall , fountain ice cream cafe lantai 2)",__label__positive
"Ibu menik / ibu minah
Jl.pinang Ranti RT.13 RW.02 no.21 kel.pinang Ranti kec.makasar jakarta timur 13560
No. Handphone 087888501033(Ibu menik / ibu minah
Jl.pinang Ranti RT.13 RW.02 no.21 kel.pinang Ranti kec.makasar jakarta timur 13560
No. Handphone 087888501033)",__label__positive
"Plaza Kabanjahe Lt 1. Jl Jendral Sudirman No 197 Kabanjahe
",__label__positive
"Plaza Satelit , Jl. Ir. H. Juanda No.57, Dago, Kec. Bandung Wetan, Kota Bandung, Jawa Barat 4011(OPPO)",__label__positive
jalan Ponegoro. tepatnya di Palu Grand Mall lantai 2 toko White Mode,__label__positive
Jln. Padat Karya Bengkuring Luar Sempaja Utara            ( Toko Shanty Cell ),__label__positive
"HM Electronic, Orion, Jalan P. Samudera, Kertak Baru Ulu, Banjarmasin City, South Kalimantan(Samping mesjid noor)",__label__positive
"Semanggi RT 03 RW 06 , semanggi pasar kliwon surakarta ( solo ) 57117 ( AINUN CELL ) ",__label__positive
desa Kedung kacip gembongan. gang toko karya Cell . RT 13 RW 04 ,__label__positive
jln syarifudien yoes rt 35(konter nazriel cell sebelum sepinggan pratama ),__label__positive
gandaria city lantai LG outlet pukis dan bikang karso dekat daiso dalam mall nya gandaria city,__label__positive
"depan ramayana mall garut,gg loji no 202 rt 5 rw2(masuk gang warung ibu lilis)",__label__positive
"Bank Mandiri Bayung Lencir, Bayung Lencir, Musi Banyuasin Regency, South Sumatra(jalan Palembang Jambi Konter Rian Cell depan Bank mandiri)",__label__positive
Erha aphotecary duta mall Banjarmasin(lantai dasar ),__label__positive
"COMPLETE SELULAR TUPAREV, Jalan Tuparev, Kertawinangun, Kedawung, Cirebon(lantai 1)",__label__positive
jln abd silondae no. 88 toko bintang mas (depan mall mandonga samping maybank),__label__positive
dusun Krajan rt/rw 001/006 kec mumbulsari (konter vanka cell mumbulsari sebelah koramil) ,__label__positive
Konter i-one phone ,__label__positive
"jalan boulevard barat kelapa gading mall Artha gading toilet wanita lt gf blok a-1 kelapa gading barat, DKI jakarta,kota Jakarta utara,kelapa gading(lt gf blok A-1
)",__label__positive
Perum Hutagam Batu aji aviari(dekat Plaza aviari),__label__positive
"simpang Tiga cibucil Rt 08/03 ds sukamanah kec jonggol kab bogor 16830(belakang counter CBC cell 


)",__label__positive
jln.let.jend suprapto jakarta pusat itc cempaka mas lt 1 blok L NO 1012(jln. let.jend suprapto itc cempaka mas lt 1 blok L no 1012  toko atm3 jenas jakarta pusat),__label__positive
"RS Siloam Bekasi Timur
jl. Chairil Anwar Blu Plaza No.27, Bekasi Timur, Jawa Barat",__label__positive
"Tunjungan XXI, Jalan Basuki Rahmat, Kedungdoro, Surabaya City, East Java(Mall Tunjungan Plaza 1, Lt. 5 Cinema XXI)",__label__positive
"jl.raden Saleh no 23A RT 004/005, (konter hp pandu buana shop)(konter handphone yang diruko 3lantai,depan Superindo)",__label__positive
"pasar nawangan, Krajan(konter donald cell depan pasar nawangan)",__label__positive
jl.kh maisin RT 001 RW 015 Klender mall citra,__label__positive
Jalan Dokter Muhammad Hatta(Counter gendrux cell depan pipp),__label__positive
Desa kumpay RT 10 RW 03 kecamatan Jalancagak kabupaten Subang(gang pom mobile ),__label__positive
"Plaza Millenium, Jalan Amal Luhur, Dwi Kora, Medan City, North Sumatra(plaza milenium lt 2 palapa cell no 109)",__label__positive
"Jl Raya sukowati no.338, sragen tengah, sragen(Elite Cell depan matahari)",__label__positive
fajar Cell kirasa jalan poros Bulukumba sinjai,__label__positive
jalan hangtuah ujung dekat pasar sail (depan plaza kado),__label__positive
Plaza ponsel jalur l poros desa,__label__positive
"Jl. M. Yamin(Bioskop Samarinda Square XXI, Mall Samarinda Square Lantai 3)",__label__positive
depan kantor blk ( feti cell ) (rt 09),__label__positive
"toddotoa, perbatasan kampili, konter ELHA CELL 03 sebla kanan dri arah Pallangga
",__label__positive
jl. AUP gg. H. mesir 1  rt 6/10 no. 86(tiara cell dan aneka kue),__label__positive
"Jl. Ry. Dringu No.207 Kalisalam, Kota Probolinggo, Kab. Probolinggo, Jawa Timur Indonesia (belakang konter laba-laba cell )",__label__positive
dusun 1 konter Ghibran cell bungko(dekat kantor desa),__label__positive
jl Ir h Juanda no 5a ciputat(plaza Ciputat mas blok af (kantor Interyasa)),__label__positive
"Jl. Kartika Plaza Gg. Puspa Ayu II(Jl. Kartika Plaza Sebrang Discovery mall, gang puspa ayu II (Rumah Mentok Paling Ujung))",__label__positive
"DZ CELL, Jalan Bima, Kejaksan, Cirebon City, West Java depan masjid alfitroh konter (depan masjid alfitroh dz Cell )",__label__positive
jalan ciaul pasir konter ressa cell(konter ressa cell rt 03 rw 17),__label__positive
"jl kapten muslim, plaza millenium. toko intikom.lt dasar no 6(toko intikom lt dasar)",__label__positive
" UOB Plaza Lantai 22 Jl. M.H. Thamrin No. 10, Kel. Kebon Melati, Kec. Tanah Abang
Kode Pos 10230  ",__label__positive
Kp.Pulogadung Rt.004 Rw.002 Desa.Pulosari Kec.Telagasari Kab.Karawang 41381(Gang Bank Cell (Wakil sarman)),__label__positive
Plaza kenari mas (lantai 1 blok F35-37) Toko bangkit sempana(Lantai 1 blok F 35-37),__label__positive
"Jl.Industri 8, No.8, Rt/08 Rw/01(Konter Yoe Cell ( kosan pak RT Karyadi))",__label__positive
RICO GM CELL cisalak gg mesjid al-ishlah rt06 rw07 no.38,__label__positive
jl mh thamrin no 10 plaza uob lt 25,__label__positive
"Customer Service Plaza Ambarrukmo , Jalan Laksda Adisucipto, Depok, Sleman, Yogyakarta, 55282",__label__positive
jln perintis kemerdekaan kp babakan tengah rt 04 rw 03 gang fatir cell ,__label__positive
JL.raya mauk tanjakan Rajeg (Depan Tower) Tk.Setia Phone Cell ID 15540,__label__positive
"konter hape depan pasar doplang , niaga phone cell(konter hp)",__label__positive
"jln guntur garut plaza (gp)(lantai 2 deket timzone sauqi cell
)",__label__positive
"Alex Phone, Kios Pasar Pucang",__label__positive
hotel lombok plaza jalan pecanggik no 8 (lantai 2 kamar no 225),__label__positive
"kp.sirih lor rt 01/rw01 desa bandulu (konter linda cell depan hottel jayakarta 
)",__label__positive
jbs phone sendangmulyo,__label__positive
jLn berawiijayabismillah gangenge muarasebelas rt00000004 taqyphonetaqyphoneeeee muaraareja,__label__positive
"Jl. Uluwatu No.48-55, Jimbaran, Kabupat¨¦n Badung rapujaya CELL(konter RAPUJAYA Cell )",__label__positive
"perumnas kubang duo indah(blok f3, farras electronic)",__label__positive
way jjojo cell jendral suuudirrman no 53 yakk,__label__positive
"Lippo Plaza Sidoarjo, Jalan Jati Raya, Jati(kedai simbok)",__label__positive
"Konter Mega cell 2
Jl jati kaler rt 005 rw 007 desa pasir biru kecamatan cibiru bandung timur

Atas nama mega oktavia

089636507380",__label__positive
"benda RT 1 RW 1 Kecamatan Sirampog Brebes (konter JJ CELL BENDA sebelah sate mangler Man SAI komplek PONPES AL hikmah 2 

)",__label__positive
jalaNan barawijayabismillah gange muara11 rt004 taqyphonetaqyphone muaraareja,__label__positive
"Summarecon mall serpong (SMS 2), LANTAI 2 souq pasar malam by: BAKUL CABE
",__label__positive
"PERUMAHAN TAMAN CIPUTRI INDAH, LANGENSARI LEMBANG(depan uqiw cell rumah ibu bambang)",__label__positive
"Konter Varia Phone Demangsari (kecamatan ayah kearah barat 50 meter) KAB KEBUMEN-AYAH,Jawa tengah 54473",__label__positive
jl.pahlawan seribu itc bsd lt.1 blok d8 no.7_8 d8 ponsel,__label__positive
"ruko buana point konter smile cell 

",__label__positive
